recommendationid,lookupkey,drugname,guidelinename,guidelineurl,implications,drugrecommendation,classification,phenotypes,activityscore,population,comments
4167673,{'G6PD': 'Deficient with CNSHA'},ciprofloxacin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
4167674,{'G6PD': 'Variable'},ciprofloxacin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype."
4167675,{'G6PD': 'Indeterminate'},ciprofloxacin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},general,
4167676,{'G6PD': 'Normal'},dimercaprol,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},general,
4167696,{'G6PD': 'Normal'},mafenide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},general,
4167678,{'G6PD': 'Deficient with CNSHA'},dimercaprol,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
4167679,{'G6PD': 'Variable'},dimercaprol,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype."
4167680,{'G6PD': 'Indeterminate'},dimercaprol,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},general,
4167681,{'G6PD': 'Normal'},doxorubicin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},general,
4167682,{'G6PD': 'Deficient'},doxorubicin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
4167683,{'G6PD': 'Deficient with CNSHA'},doxorubicin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
4167684,{'G6PD': 'Variable'},doxorubicin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype."
4167685,{'G6PD': 'Indeterminate'},doxorubicin,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},general,
4167686,{'G6PD': 'Normal'},furazolidone,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},general,
4167687,{'G6PD': 'Deficient'},furazolidone,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
4167688,{'G6PD': 'Deficient with CNSHA'},furazolidone,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
4167689,{'G6PD': 'Variable'},furazolidone,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype."
4167690,{'G6PD': 'Indeterminate'},furazolidone,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},general,
4167691,{'G6PD': 'Normal'},glyburide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},general,
4167692,{'G6PD': 'Deficient'},glyburide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
4167693,{'G6PD': 'Deficient with CNSHA'},glyburide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
4167694,{'G6PD': 'Variable'},glyburide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype."
4167695,{'G6PD': 'Indeterminate'},glyburide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},general,
4167697,{'G6PD': 'Deficient'},mafenide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
4167698,{'G6PD': 'Deficient with CNSHA'},mafenide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
4167699,{'G6PD': 'Variable'},mafenide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype."
4167700,{'G6PD': 'Indeterminate'},mafenide,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},general,
4167701,{'G6PD': 'Normal'},nalidixic acid,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},general,
4167702,{'G6PD': 'Deficient'},nalidixic acid,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs."
4167703,{'G6PD': 'Deficient with CNSHA'},nalidixic acid,G6PD,https://cpicpgx.org/guidelines/cpic-guideline-for-g6pd/,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis."
