id,publicationid,ethnicity,population,populationinfo,subjecttype,subjectcount,version
4164669,114831.0,Near Eastern,Turkish,,healthy subjects,100,1
4164670,114820.0,Near Eastern,Saudi Arabian,different geographic regions,healthy,192,1
4164671,114837.0,Near Eastern,Turkish,,healthy volunteers,160,1
4164672,114400.0,Near Eastern,Ashkenazi Jews,Argentina,,173,1
4164673,114835.0,Near Eastern,Iranian,,Female breast cancer patients,134,1
4164674,114833.0,Near Eastern,Iraqi,Mid-Euphrates,ACS patients,500,1
4164675,114839.0,Oceanian,Australian Aborigines,NW Australia,healthy subjects,239,1
4164676,114421.0,Oceanian,Oceanian,,Human Genome Diversity Panels,39,1
4164677,114842.0,Oceanian,Maori,,DNA Bank,60,1
4164678,114844.0,Oceanian,Papua New Guinean,Alexishafen,healthy subjects,84,1
4164679,114844.0,Oceanian,Papua New Guinean,Kunjingini,healthy subjects,88,1
4164680,114404.0,Oceanian,Hawaiian/Pacific Islander,,US military volunteers,9,1
4164681,114847.0,Oceanian,Melanesian/Polynesian,Ni-Vanuatu,Healthy volunteers,278,1
4164682,3002041.0,Oceanian,Māori and Pacific people living in Aotearoa,,Healthy volunteers,202,1
4164683,114412.0,Sub-Saharan African,Ethiopian,,healthy subjects,122,1
4164684,114435.0,Sub-Saharan African,Zimbabwean,Shona,healthy subjects,76,1
4164685,114423.0,Sub-Saharan African,Tanzanian,,healthy subjects,195,1
4164686,114417.0,Sub-Saharan African,Ghanaian,,healthy subjects,193,1
4164687,114428.0,Sub-Saharan African,Tanzanian,Bantu,healthy subjects,106,1
4164688,114425.0,Sub-Saharan African,Tanzanian,,healthy controls,106,1
4164689,114425.0,Sub-Saharan African,Tanzanian,,psychiatric patients,88,1
4164690,114425.0,Sub-Saharan African,Venda,,healthy subjects,76,1
4164691,114425.0,Sub-Saharan African,Zimbabwean,,healthy subjects,114,1
4164692,114430.0,Sub-Saharan African,Tanzanian,Bantu,healthy subjects,106,1
4164693,114414.0,Sub-Saharan African,Ethiopian,living in Ethopia,healthy subjects,122,1
4164694,114414.0,Sub-Saharan African,Ethiopian,living in Sweden,healthy subjects,69,1
4164695,114421.0,Sub-Saharan African,Sub-Saharan African,,Human Genome Diversity Panels,127,1
4164696,114410.0,Sub-Saharan African,Brazilian,African descent,healthy subjects,87,1
4164697,114408.0,Sub-Saharan African,Brazilian,"African descent, Sao Paulo",general population treated at hospital,33,1
4164698,114432.0,Sub-Saharan African,Xhosa,South African,healthy and schizophrenia patients,104,1
4164699,114419.0,Sub-Saharan African,South African,Limpopo Province,patients screened for malaria,248,1
4164700,114439.0,Sub-Saharan African,Ethiopian,,Female breast cancer patients,81,1
4164701,114437.0,Sub-Saharan African,Kenyan,Mainly Luo and Suba ethnic groups,Healthy volunteers,195,1
4166092,871408.0,Central/South Asian,South Asian,gnomAD v3.1,,1492,1
4164702,3001761.0,Sub-Saharan African,multiple sub-Saharan African populations,,healthy subjects,947,1
4164703,3002063.0,Sub-Saharan African,continental African subjects,,healthy subjects,961,1
4166093,871408.0,Central/South Asian,South Asian,gnomAD v3.1,,1493,1
4166094,871411.0,Central/South Asian,North Indian,,Non-syndromic hearing loss patients,210,1
4166095,871411.0,Central/South Asian,North Indian,,Healthy controls,101,1
4166096,871408.0,East Asian,East Asian,gnomAD v3.1,,1476,1
4166097,871408.0,East Asian,East Asian,gnomAD v3.1,,1480,1
4166098,871408.0,East Asian,East Asian,gnomAD v3.1,,1481,1
4166099,871408.0,East Asian,East Asian,gnomAD v3.1,,1482,1
4166100,871418.0,East Asian,Northern Chinese,,Non-syndromic hearing loss patients,514,1
4166101,871418.0,East Asian,Northern Chinese,,Healthy controls,117,1
4166102,871421.0,East Asian,Chinese,,Sporadic hearing loss patients,434,1
4166103,871423.0,East Asian,Chinese,,Newborns,14913,1
4166104,871425.0,East Asian,Chinese,,Hearing loss patients,155,1
4166105,871427.0,East Asian,Chinese,,Mitochondrial disease patients,139,1
4166106,871429.0,East Asian,Korean,,Non-syndromic hearing loss patients,227,1
4166107,871429.0,East Asian,Korean,,Healthy controls,75,1
4166108,871429.0,East Asian,Korean,,Healthy controls,142,1
4166109,871433.0,East Asian,Indonesian,,Sensorineural hearing loss patients,75,1
4166110,871433.0,East Asian,Indonesian,,Sensorineural hearing loss patients,50,1
4166111,871433.0,East Asian,Indonesian,,Healthy controls,100,1
4166112,871437.0,East Asian,Han Chinese,,Sensorineural hearing loss patients,1835,1
4166113,871437.0,East Asian,Hui,,Sensorineural hearing loss patients,306,1
4166114,871437.0,East Asian,Uyghur,,Sensorineural hearing loss patients,208,1
4166115,871441.0,East Asian,Tibetan,,Non-syndromic hearing loss patients,121,1
4166116,871408.0,European,Amish,gnomAD v3.1,,379,1
4166117,871408.0,European,Amish,gnomAD v3.1,,391,1
4166118,871408.0,European,Amish,gnomAD v3.1,,392,1
4166119,871408.0,European,European (Finnish),gnomAD v3.1,,4878,1
4166120,871408.0,European,European (Finnish),gnomAD v3.1,,4884,1
4166121,871408.0,European,European (Finnish),gnomAD v3.1,,4889,1
4166122,871408.0,European,European (Finnish),gnomAD v3.1,,4890,1
4166123,871408.0,European,European (Finnish),gnomAD v3.1,,4891,1
4166124,871408.0,European,European (Finnish),gnomAD v3.1,,4892,1
4166125,871408.0,European,European (non-Finnish),gnomAD v3.1,,25803,1
4166126,871408.0,European,European (non-Finnish),gnomAD v3.1,,25830,1
4166127,871408.0,European,European (non-Finnish),gnomAD v3.1,,25836,1
4166128,871408.0,European,European (non-Finnish),gnomAD v3.1,,25837,1
4166129,871408.0,European,European (non-Finnish),gnomAD v3.1,,25840,1
4166130,871408.0,European,European (non-Finnish),gnomAD v3.1,,25841,1
4166131,871408.0,European,European (non-Finnish),gnomAD v3.1,,25842,1
4166132,871408.0,European,European (non-Finnish),gnomAD v3.1,,25844,1
4166133,871408.0,European,European (non-Finnish),gnomAD v3.1,,25845,1
4166134,871408.0,European,European (non-Finnish),gnomAD v3.1,,25846,1
4166135,871408.0,European,European (non-Finnish),gnomAD v3.1,,25847,1
4166136,871408.0,European,European (non-Finnish),gnomAD v3.1,,25848,1
4166137,871408.0,European,European (non-Finnish),gnomAD v3.1,,25849,1
4166138,871465.0,European,European Brazilians,,Healthy controls,110,1
4166139,871467.0,European,Greek,,Non-syndromic hearing loss patients,478,1
4166140,871469.0,European,Latvian,,Population controls,191,1
4166141,871471.0,European,Polish,,Population controls,500,1
4166142,871473.0,European,Belarusian,,Population controls,300,1
4166143,871473.0,European,Belarusian,,Sensorineural hearing loss patients,391,1
4166144,871476.0,European,South African Caucasian,,Population controls,104,1
4166145,871476.0,European,South African Afrikaner,,Population controls,93,1
4166146,871479.0,European,Austrian,,Hearing impaired cases,122,1
4166147,871481.0,European,European American,,Controls,100,1
4166148,871408.0,Near Eastern,Ashkenazi Jewish,gnomAD v3.1,,1414,1
4166149,871408.0,Near Eastern,Ashkenazi Jewish,gnomAD v3.1,,1415,1
4166150,871485.0,Near Eastern,Turkish,,Profound hearing loss patients,95,1
4166151,871485.0,Near Eastern,Turkish,,Healthy controls,67,1
4166152,871488.0,Near Eastern,Moroccan,,Sporadic hearing loss cases,80,1
4166153,871488.0,Near Eastern,Moroccan,,Healthy controls,100,1
4166154,871491.0,Near Eastern,Egyptian,,Sensorineural hearing loss patients,97,1
4166155,871491.0,Near Eastern,Egyptian,,Healthy controls,300,1
4166156,871494.0,Near Eastern,Turkish,,Non-syndromic sensorineural hearing loss patients,168,1
4166157,871496.0,Near Eastern,Tunisian,,Non-syndromic hearing loss patients,100,1
4166158,871496.0,Near Eastern,Tunisian,,Healthy controls,100,1
4166159,871499.0,Near Eastern,Iranian,,Non-syndromic hearing loss patients,1000,1
4166160,871465.0,Sub-Saharan African,African-Brazilians,,Healthy controls,190,1
4166161,871502.0,Sub-Saharan African,South African Black,,Healthy controls,106,1
4166162,871504.0,Sub-Saharan African,Indigenous South Africans,,Hearing impaired cases,182,1
4166163,871504.0,Sub-Saharan African,Indigenous South Africans,,Healthy controls,63,1
4166164,871476.0,Sub-Saharan African,South African Black,,Population controls,112,1
4164704,113921.0,African American/Afro-Caribbean,African American,,Kidney transplant patients,144,1
4164705,113923.0,African American/Afro-Caribbean,African American,,Healthy individuals,25,1
4164706,113925.0,African American/Afro-Caribbean,African American,,Healthy individuals,34,1
4164707,113927.0,African American/Afro-Caribbean,African American,,Healthy individuals,15,1
4164708,113929.0,African American/Afro-Caribbean,African American,,General population,20,1
4164709,113931.0,African American/Afro-Caribbean,African American,,1000 Genomes Project,61,1
4164710,113933.0,African American/Afro-Caribbean,African American,,International HapMap Project,57,1
4164711,113935.0,African American/Afro-Caribbean,African American,,Healthy individuals and hypertensive patients,124,1
4164712,113937.0,Central/South Asian,Bangladeshi,,Healthy individuals,200,1
4164713,113939.0,Central/South Asian,Bangladeshi,,Healthy individuals,116,1
4164714,113941.0,Central/South Asian,Indian,,Healthy individuals,90,1
4164715,113943.0,Central/South Asian,Indian,,Healthy individuals,652,1
4164716,113933.0,Central/South Asian,Indian,Gujarati in USA,International HapMap Project,101,1
4164717,113946.0,Central/South Asian,Indian,,Kidney transplant patients,44,1
4164718,113948.0,Central/South Asian,Indian,North Indian,Healthy individuals,208,1
4164719,113950.0,Central/South Asian,Chinese,Kazakh,Healthy individuals,108,1
4164720,113950.0,East Asian,Chinese,Han,Healthy individuals,165,1
4164721,113953.0,East Asian,Chinese,Taiwanese,General population,180,1
4164722,113955.0,East Asian,Chinese,Han,General population,451,1
4164723,113957.0,East Asian,Chinese,,General population,302,1
4164724,113941.0,East Asian,Chinese,,Healthy individuals,108,1
4164725,113960.0,East Asian,Chinese,,Pediatric liver transplant patients,64,1
4164726,113962.0,East Asian,Chinese,,Healthy individuals,15,1
4164727,113964.0,East Asian,Chinese,,Kidney transplant patients,63,1
4164728,113966.0,East Asian,Chinese,,Kidney transplant patients,30,1
4164729,113968.0,East Asian,Chinese,,Kidney transplant patients,16,1
4164730,113970.0,East Asian,Chinese,,Kidney transplant patients,161,1
4164731,113972.0,East Asian,Chinese,,Liver transplant patients,216,1
4164732,113974.0,East Asian,Chinese,,Healthy individuals,22,1
4164733,113976.0,East Asian,Chinese,,Liver transplant patients,53,1
4164734,113978.0,East Asian,Chinese,,Kidney transplant patients,142,1
4164735,113980.0,East Asian,Chinese,,Kidney transplant patients,63,1
4164736,113982.0,East Asian,Chinese,,Kidney transplant patients,240,1
4164737,113984.0,East Asian,Chinese,,Kidney transplant patients,28,1
4164738,113986.0,East Asian,Chinese,,Liver transplant patients,70,1
4164739,113988.0,East Asian,Chinese,,Liver transplant patients,73,1
4164740,113990.0,East Asian,Chinese,,Kidney transplant patients,103,1
4164741,113992.0,East Asian,Chinese,,Liver transplant patients,50,1
4164742,113994.0,East Asian,Chinese,,Kidney transplant patients,118,1
4164743,113996.0,East Asian,Chinese,,Liver transplant patients,96,1
4164744,113998.0,East Asian,Chinese,,Healthy individuals,73,1
4164745,114000.0,East Asian,Chinese,,Liver transplant patients,53,1
4164746,114002.0,East Asian,Chinese,,Liver transplant patients,95,1
4164747,114004.0,East Asian,Chinese,Han in Taiwan,Healthy individuals,42,1
4164748,113931.0,East Asian,Chinese,Han in Beijing,1000 Genomes Project,97,1
4164749,113931.0,East Asian,Chinese,Southern Han,1000 Genomes Project,100,1
4164750,113933.0,East Asian,Chinese,Han in Beijing,International HapMap Project,137,1
4164751,113933.0,East Asian,Chinese,in USA,International HapMap Project,109,1
4164752,113950.0,East Asian,Chinese,Uygur,Healthy individuals,161,1
4164753,114011.0,East Asian,Chinese,Kyrgyz,Healthy individuals,100,1
4164754,114013.0,East Asian,Chinese,,Liver transplant patients,180,1
4164755,114015.0,East Asian,Chinese,,Kidney transplant patients,166,1
4164756,114017.0,East Asian,Chinese,,Liver transplant patients,96,1
4164757,114019.0,East Asian,Japanese,,General population,187,1
4164758,114021.0,East Asian,Japanese,,Healthy individuals,200,1
4164759,114023.0,East Asian,Japanese,,General population,265,1
4164760,114025.0,East Asian,Japanese,,Kidney transplant patients,97,1
4164761,114027.0,East Asian,Japanese,,Kidney transplant patients,50,1
4164762,114029.0,East Asian,Japanese,,Kidney transplant patients,72,1
4164763,114031.0,East Asian,Japanese,,Kidney transplant patients,136,1
4164764,114033.0,East Asian,Japanese,,Liver transplant patients,51,1
4164765,114035.0,East Asian,Japanese,,Kidney transplant patients,59,1
4164766,114037.0,East Asian,Japanese,,Kidney transplant patients,50,1
4164767,114039.0,East Asian,Japanese,,Liver transplant patients,60,1
4164768,114041.0,East Asian,Japanese,,Ulcerative colitis patients,45,1
4164769,114043.0,East Asian,Japanese,,Hematopoietic stem cell transplant patients,33,1
4164770,114045.0,East Asian,Japanese,,Liver transplant patients,201,1
4164771,114047.0,East Asian,Japanese,,Kidney transplant patients,39,1
4164772,114049.0,East Asian,Japanese,,Kidney transplant patients,30,1
4164773,114051.0,East Asian,Japanese,,Liver transplant patients,114,1
4164774,113931.0,East Asian,Japanese,in Tokyo,1000 Genomes Project,89,1
4164775,113933.0,East Asian,Japanese,in Tokyo,International HapMap Project,113,1
4164776,114055.0,East Asian,Japanese,,Kidney transplant patients,50,1
4164777,114057.0,East Asian,Korean,,Healthy individuals,40,1
4164778,114059.0,East Asian,Korean,,Healthy individuals,104,1
4164779,114061.0,East Asian,Korean,,Healthy individuals,46,1
4164780,114063.0,East Asian,Korean,,Healthy individuals,194,1
4164781,114065.0,East Asian,Korean,,Kidney transplant patients,129,1
4164782,114067.0,East Asian,Korean,,Liver transplant patients,58,1
4164783,114069.0,East Asian,Korean,,Kidney transplant patients,249,1
4164784,114071.0,East Asian,Korean,,Kidney transplant patients,132,1
4164785,114073.0,East Asian,Korean,,Kidney transplant patients,80,1
4164786,114075.0,East Asian,Korean,,Kidney transplant patients,62,1
4164787,114077.0,East Asian,Korean,,Healthy individuals,29,1
4164788,114079.0,East Asian,Korean,,Liver and kidney transplant patients,314,1
4164789,114081.0,East Asian,Korean,,Healthy individuals,29,1
4164790,114083.0,East Asian,Korean,,Kidney transplant patients,122,1
4164791,114085.0,East Asian,Korean,,Kidney transplant patients,70,1
4164792,113941.0,East Asian,Malay,,Healthy individuals,98,1
4164793,114088.0,East Asian,Taiwanese,,Kidney transplant patients,150,1
4164794,114090.0,East Asian,Thai,,Kidney transplant patients,33,1
4164795,114092.0,East Asian,Russian,Tuvinian,Healthy individuals,87,1
4164796,114092.0,East Asian,Russian,Buryat,Healthy individuals,87,1
4164797,114092.0,East Asian,Russian,Altaian,Healthy individuals,85,1
4164798,114092.0,East Asian,Russian,Yakut,Healthy individuals,88,1
4164799,113925.0,European,American,,Healthy individuals,23,1
4164800,113931.0,European,American,,1000 Genomes Project,85,1
4164801,113933.0,European,American,,International HapMap Project,111,1
4164802,113935.0,European,American,,Healthy individuals and hypertensive patients,166,1
4164803,114101.0,European,Austrian,,Heart transplant patients,15,1
4164804,114103.0,European,Belgian,,Kidney transplant patients,59,1
4164805,114105.0,European,Belgian,,Kidney transplant patients,50,1
4164806,114107.0,European,Bosnian and Herzegovinian,,General population,140,1
4164807,113931.0,European,British,,1000 Genomes Project,89,1
4164808,114110.0,European,Bulgarian,,Healthy individuals,160,1
4164809,114112.0,European,Canadian,,General population,77,1
4164810,114114.0,European,Dutch,,Healthy individuals,500,1
4164811,114116.0,European,Dutch,,Kidney transplant patients,49,1
4164812,113929.0,European,European/European American,,General population,27,1
4164813,114119.0,European,Finnish,,Healthy individuals,449,1
4164814,113931.0,European,Finnish,,1000 Genomes Project,93,1
4164815,114122.0,European,French,,Healthy individuals,51,1
4164816,114124.0,European,French,,Pediatric kidney transplant patients,50,1
4164817,114126.0,European,German,,Kidney transplant patients,40,1
4164818,114128.0,European,German,,Kidney transplant patients,74,1
4164819,114130.0,European,German,,Kidney transplant patients,134,1
4164820,114132.0,European,Greek,,General population,283,1
