id,guidelineid,drugid,implications,drugrecommendation,classification,phenotypes,activityscore,allelestatus,lookupkey,population,comments,version,dosinginformation,alternatedrugavailable,otherprescribingguidance
4167683,2405438,RxNorm:3639,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",1,False,False,False
4167684,2405438,RxNorm:3639,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4167685,2405438,RxNorm:3639,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},{},{'G6PD': 'Indeterminate'},general,,1,False,False,False
4167686,2405438,RxNorm:4601,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},{},{'G6PD': 'Normal'},general,,1,False,False,False
4167687,2405438,RxNorm:4601,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},{},{'G6PD': 'Deficient'},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",1,False,False,False
4167688,2405438,RxNorm:4601,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",1,False,False,False
4167689,2405438,RxNorm:4601,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4167690,2405438,RxNorm:4601,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},{},{'G6PD': 'Indeterminate'},general,,1,False,False,False
4167691,2405438,RxNorm:4815,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},{},{'G6PD': 'Normal'},general,,1,False,False,False
4167692,2405438,RxNorm:4815,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},{},{'G6PD': 'Deficient'},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",1,False,False,False
4167693,2405438,RxNorm:4815,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",1,False,False,False
4167694,2405438,RxNorm:4815,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4167695,2405438,RxNorm:4815,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},{},{'G6PD': 'Indeterminate'},general,,1,False,False,False
4167697,2405438,RxNorm:6572,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},{},{'G6PD': 'Deficient'},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",1,False,False,False
4167698,2405438,RxNorm:6572,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",1,False,False,False
4167699,2405438,RxNorm:6572,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4167700,2405438,RxNorm:6572,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},{},{'G6PD': 'Indeterminate'},general,,1,False,False,False
4167701,2405438,RxNorm:7240,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},{},{'G6PD': 'Normal'},general,,1,False,False,False
4167702,2405438,RxNorm:7240,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},{},{'G6PD': 'Deficient'},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",1,False,False,False
4167703,2405438,RxNorm:7240,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",1,False,False,False
4167704,2405438,RxNorm:7240,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4167705,2405438,RxNorm:7240,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},{},{'G6PD': 'Indeterminate'},general,,1,False,False,False
4167706,2405438,RxNorm:7517,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},{},{'G6PD': 'Normal'},general,,1,False,False,False
4167707,2405438,RxNorm:7517,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},{},{'G6PD': 'Deficient'},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",1,False,False,False
4167708,2405438,RxNorm:7517,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",1,False,False,False
4167709,2405438,RxNorm:7517,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Moderate,{'G6PD': 'Variable'},{},{},{'G6PD': 'Variable'},general,"Due to X-linked mosaicism, individuals with more than one X chromosome (e.g., females, individuals with Klinefelter syndrome) and heterozygous for one non-deficient (class IV) and one deficient (class I–III) allele may display a normal or a deficient phenotype.",1,False,False,False
4167710,2405438,RxNorm:7517,{'G6PD': 'Unknown risk of acute hemolytic anemia'},"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.",Moderate,{'G6PD': 'Indeterminate'},{},{},{'G6PD': 'Indeterminate'},general,,1,False,False,False
4167711,2405438,RxNorm:7623,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status,Strong,{'G6PD': 'Normal'},{},{},{'G6PD': 'Normal'},general,,1,False,False,False
4167712,2405438,RxNorm:7623,{'G6PD': 'Low-to-no risk of acute hemolytic anemia'},No reason to avoid based on G6PD status at standard doses,Optional,{'G6PD': 'Deficient'},{},{},{'G6PD': 'Deficient'},general,"Closer monitoring may be indicated higher-than-normal dosages, and in the setting of infection or other oxidative stress including concomitant use of multiple medium and low-to-no risk drugs.",1,False,False,False
4167713,2405438,RxNorm:7623,{'G6PD': 'High risk of acute exacerbation of chronic hemolysis'},"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended",Optional,{'G6PD': 'Deficient with CNSHA'},{},{},{'G6PD': 'Deficient with CNSHA'},general,"There are insufficient data in patients with the G6PD Deficient with CNSHA phenotype, but the risk of using any drug should be weighed carefully against the benefits in these rare patients due to the underlying pathophysiology that confers high risk for acute exacerbation of chronic hemolysis.",1,False,False,False
